2022,3,8,22,12,35,31,14,10,3,10,11,10,69,1,10,0,10
2022,3,8,22,13,7,39,6,100,0,10,6,100,71,0,10,0,10
2022,3,8,22,34,15,37,16,100,12,100,4,100,67,167,10,8,10
