202213015011026010,2,451,10,31,10,420,10,64,0,10,0,10
202213015011026011,7,252,10,0,10,252,10,64,0,10,0,10
202213015011026013,5,414,10,0,10,414,10,64,0,10,0,10
202213015011026014,10,766,10,31,10,735,10,64,0,10,0,10
20221301501102711,18,0,10,0,10,0,10,64,2,100,49,10
20221301501102712,20,2,100,519,10,2,100,64,3,100,56,10
20221301501102713,19,189,10,0,10,189,10,64,2,100,46,10
20221301501102714,19,4,100,1,100,2,100,64,2,100,45,10
20221301501102715,20,814,10,0,10,814,10,64,3,100,47,10
20221301501102716,20,430,10,0,10,430,10,64,2,100,51,10
20221301501102717,19,7,10,0,10,7,10,64,2,100,37,10
20221301501102718,19,807,10,15,10,792,10,64,2,100,58,10
20221301501102719,24,445,10,0,10,445,10,64,1,100,35,10
202213015011027010,22,276,10,0,10,276,10,64,1,100,35,10
202213015011027011,21,3,10,0,10,3,10,64,1,100,38,10
202213015011027012,24,527,10,0,10,527,10,64,2,100,39,10
202213015011038039,8,1,100,111,10,1,100,68,0,10,0,10
202213015011038040,12,0,10,0,10,0,10,68,9,10,8,10
202213015011038041,14,857,10,11,10,846,10,68,8,10,9,10
202213015011038042,7,741,10,31,10,710,10,68,9,10,10,10
202213015011038043,24,500,10,0,10,500,10,68,8,10,11,10
202213015011038044,6,0,10,0,10,0,10,68,9,10,11,10
202213015011038045,8,777,10,15,10,762,10,68,8,10,10,10
202213015011039045,25,234,10,0,10,234,10,68,0,10,0,10
202213015011039046,23,728,10,31,10,697,10,68,0,10,0,10
202213015011039047,22,248,10,31,10,217,10,68,0,10,0,10
20221301501104012,7,255,10,0,10,255,10,67,6,10,10,10
20221301501104013,8,223,10,0,10,223,10,67,6,10,7,10
20221301501104110,28,2,100,270,10,2,100,58,6,10,33,10
20221301501104111,29,4,100,1,100,2,100,58,5,10,26,10
20221301501104112,21,1,100,744,10,1002,10,58,1,10,1,10
20221301501104113,22,3,100,1,100,1,100,58,0,10,0,10
20221301501104114,18,1,100,0,10,1,100,58,0,10,6,10
20221301501104115,20,1,100,0,10,1,100,58,1,10,0,10
20221301501104116,19,2,100,0,10,2,100,58,0,10,1,10
20221301501104117,23,1,100,0,10,1,100,58,1,10,0,10
20221301501104118,25,1,100,43,10,1019,10,58,5,10,1,10
20221301501104119,28,1,100,0,10,1,100,58,1,10,1,10
202213015011041010,21,3,10,0,10,3,10,58,3,10,1,10
202213015011041011,24,935,10,0,10,935,10,58,3,10,1,10
202213015011041012,22,513,10,0,10,513,10,58,4,10,1,10
202213015011041013,23,902,10,0,10,902,10,58,14,10,2,10
202213015011041014,21,3,10,0,10,3,10,58,3,10,2,10
202213015011041015,18,206,10,0,10,206,10,58,1,10,1,10
202213015011041016,20,779,10,0,10,779,10,58,1,10,1,10
202213015011041017,20,206,10,0,10,206,10,58,0,10,0,10
202213015011041018,21,7,10,0,10,7,10,58,0,10,0,10
202213015011041030,22,3,10,0,10,3,10,58,0,10,0,10
202213015011041031,27,886,10,47,10,839,10,58,0,10,0,10
202213015011041032,38,858,10,0,10,858,10,59,0,10,0,10
202213015011041033,32,482,10,0,10,482,10,59,0,10,0,10
202213015011041034,24,446,10,0,10,446,10,59,0,10,0,10
202213015011041035,21,953,10,78,10,875,10,59,0,10,0,10
202213015011041036,22,273,10,15,10,258,10,59,6,10,9,10
202213015011041037,10,2,100,728,10,1,100,59,8,10,9,10
202213015011041038,7,2,100,1,100,1,100,59,9,10,12,10
202213015011041039,13,567,10,0,10,567,10,59,8,10,10,10
202213015011041040,17,264,10,31,10,233,10,59,11,10,13,10
202213015011042059,16,31,10,0,10,31,10,60,275,10,21,10
202213015014029032,33,3,100,1,100,2,100,61,9,10,15,10
202213015014029033,24,6,100,2,100,3,100,61,18,10,2,10
202213015014029034,20,1,100,804,10,582,10,61,321,10,10,10
202213015014029035,19,3,100,624,10,2,100,61,128,10,6,10
202213015014029036,29,13,100,6,100,6,100,61,11,10,11,10
202213015014029037,26,2,100,615,10,2,100,61,5,10,6,10
202213015014029038,15,3,100,207,10,2,100,61,3,10,5,10
202213015014029039,13,4,100,782,10,3,100,61,0,10,0,10
202213015014029040,14,259,10,0,10,259,10,61,0,10,0,10
202213015014029041,15,5,100,0,10,5,100,61,0,10,0,10
202213015014029042,17,5,100,127,10,5,100,61,0,10,0,10
202213015014029043,17,7,100,51,10,7,100,61,0,10,0,10
202213015014030048,24,402,10,131,10,271,10,63,1,100,48,10
202213015014030049,16,127,10,0,10,127,10,63,748,10,32,10
202213015014030050,12,1,100,223,10,1,100,63,0,10,0,10
202213015014030051,18,391,10,0,10,391,10,63,12,10,3,10
202213015014030052,17,2,100,854,10,2,100,63,0,10,0,10
202213015014030053,17,1,100,131,10,1,100,63,0,10,0,10
202213015014030054,14,621,10,15,10,606,10,63,0,10,0,10
202213015014030055,14,127,10,0,10,127,10,63,0,10,0,10
202213015014030056,13,190,10,3,10,187,10,63,0,10,0,10
202213015014030057,15,337,10,0,10,337,10,63,0,10,0,10
202213015014030058,16,1,100,334,10,1,100,63,0,10,0,10
202213015014030059,19,253,10,0,10,253,10,63,0,10,0,10
20221301501403110,18,99,10,0,10,99,10,63,10,10,10,10
202213015014038027,24,640,10,31,10,609,10,61,0,10,0,10
202213015014038028,14,788,10,47,10,741,10,61,0,10,0,10
202213015014038029,14,3,100,0,10,3,100,61,0,10,0,10
202213015014038030,16,500,10,15,10,485,10,61,0,10,0,10
202213015014038031,13,0,10,0,10,0,10,61,0,10,0,10
202213015014038032,16,133,10,0,10,133,10,60,0,10,0,10
